Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
40,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,77000,40400,117400,41000,Sedan
40,Male,Salaried,Married,Post Graduate,2,No,No,Yes,76300,40100,116400,53000,Sedan
40,Female,Business,Married,Post Graduate,2,Yes,Yes,Yes,71200,38300,109500,49000,SUV
40,Female,Salaried,Married,Graduate,2,No,No,Yes,64400,30300,94700,32000,SUV
40,Female,Salaried,Married,Graduate,4,Yes,No,Yes,52900,40500,93400,63000,SUV
40,Female,Salaried,Married,Graduate,1,Yes,No,Yes,52400,40800,93200,41000,Sedan
40,Male,Business,Married,Graduate,2,Yes,No,Yes,51700,40100,91800,36000,Sedan
40,Female,Business,Married,Post Graduate,1,Yes,Yes,No,85000,0,85000,33000,Sedan
40,Male,Salaried,Married,Post Graduate,1,Yes,No,No,83300,0,83300,50000,Sedan
40,Female,Business,Married,Post Graduate,1,No,No,No,80800,0,80800,48000,Sedan
40,Male,Salaried,Married,Post Graduate,2,Yes,No,No,75200,0,75200,64000,SUV
40,Female,Salaried,Married,Post Graduate,3,Yes,No,No,74000,0,74000,62000,SUV
40,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,73900,0,73900,42000,Sedan
40,Male,Salaried,Married,Post Graduate,2,Yes,No,No,72800,0,72800,51000,SUV
40,,Business,Married,Graduate,1,No,Yes,No,59600,0,59600,31000,Sedan
40,Male,Salaried,Married,Graduate,1,No,Yes,No,58400,,58400,44000,Sedan
40,Female,Salaried,Married,Graduate,1,No,No,No,50000,,50000,50000,Sedan
40,Male,Business,Married,Graduate,2,No,No,No,48300,0,48300,64000,SUV
39,Female,Salaried,Married,Post Graduate,3,No,No,Yes,87500,70700,158200,68000,SUV
39,Male,Salaried,Married,Post Graduate,4,No,No,Yes,68000,70000,138000,63000,SUV
39,Female,Salaried,Married,Post Graduate,1,No,Yes,Yes,84300,40500,124800,34000,Sedan
39,Female,Salaried,Married,Graduate,3,No,No,Yes,52500,70300,122800,60000,SUV
39,Female,Business,Married,Post Graduate,4,No,No,Yes,72300,25800,98100,49000,SUV
39,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,78100,40900,119000,39000,SUV
39,Male,Salaried,Married,Post Graduate,2,No,No,Yes,79300,38000,117300,40000,Sedan
39,Male,Business,Married,Post Graduate,1,Yes,Yes,Yes,76200,800,77000,33000,Sedan
39,Female,Salaried,Married,Graduate,3,Yes,No,Yes,55500,60900,116400,55000,SUV
39,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,74900,40700,115600,58000,SUV
39,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,76800,,115400,50000,Sedan
39,Male,Business,Married,Post Graduate,1,Yes,No,Yes,75900,38400,114300,54000,Sedan
39,Female,Salaried,Married,Post Graduate,1,No,No,Yes,73200,40100,113300,35000,Sedan
39,Male,Salaried,Married,Post Graduate,1,No,Yes,Yes,71900,38600,110500,49000,Sedan
39,Female,Business,Married,Post Graduate,2,Yes,No,Yes,70100,38700,108800,46000,Sedan
39,Female,Salaried,Married,Post Graduate,1,No,Yes,Yes,78800,200,79000,32000,Sedan
39,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,73500,30800,104300,34000,Sedan
39,Female,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,78300,24500,102800,51000,SUV
39,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,64600,38900,103500,49000,SUV
39,Male,Salaried,Married,Graduate,2,Yes,No,Yes,60400,40200,100600,36000,Sedan
39,Female,Salaried,Married,Graduate,1,No,No,Yes,58800,40600,99400,37000,SUV
39,Female,Business,Married,Graduate,2,Yes,No,Yes,57800,40300,98100,54000,Sedan
39,Female,Business,Married,Graduate,2,Yes,Yes,Yes,59300,38800,98100,51000,Sedan
39,Male,Business,Married,Graduate,2,Yes,Yes,Yes,57400,38300,95700,46000,Sedan
39,Female,Salaried,Married,Graduate,2,No,No,Yes,54900,40300,95200,54000,Sedan
39,Male,Business,Married,Graduate,2,Yes,No,Yes,57500,30700,88200,34000,Sedan
39,Male,Salaried,Married,Post Graduate,1,Yes,No,No,83900,0,83900,47000,Sedan
39,Female,Salaried,Married,Post Graduate,1,Yes,No,No,83300,0,83300,39000,Sedan
39,Female,Salaried,Married,Graduate,2,No,No,Yes,51800,28500,80300,68000,SUV
39,Male,Business,Married,Post Graduate,2,No,Yes,No,78900,0,78900,34000,Sedan
39,Female,Salaried,Married,Graduate,2,No,Yes,Yes,51500,24900,76400,45000,SUV
39,Male,Business,Married,Post Graduate,3,No,No,No,73000,0,73000,67000,SUV
39,Male,Business,Single,Post Graduate,1,No,No,No,71800,,71800,54000,Sedan
39,Female,Business,Married,Post Graduate,1,Yes,No,No,71500,0,71500,36000,SUV
39,Male,Business,Married,Post Graduate,4,No,No,No,68900,,68900,65000,SUV
39,Female,Salaried,Married,Post Graduate,2,Yes,No,No,68900,0,68900,55000,SUV
39,Female,Business,Married,Graduate,2,Yes,Yes,No,60100,0,60100,38000,Sedan
39,Male,Salaried,Single,Graduate,1,Yes,Yes,No,59500,,59500,55000,Sedan
39,Male,Salaried,Married,Graduate,3,Yes,No,No,55000,0,55000,57000,SUV
39,Male,Business,Married,Graduate,1,Yes,Yes,No,55800,0,55800,55000,Sedan
39,Female,Salaried,Married,Graduate,2,No,No,No,48600,0,48600,63000,SUV
38,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,84900,38500,123400,52000,Sedan
38,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,81800,40600,122400,38000,Sedan
38,Male,Business,Married,Post Graduate,2,No,No,Yes,82700,38500,121200,47000,Sedan
38,Male,Business,Married,Post Graduate,2,No,No,Yes,80200,40400,120600,35000,Sedan
38,Female,Salaried,Married,Graduate,4,Yes,No,Yes,49700,70500,120200,64000,SUV
38,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,81700,38200,119900,46000,Sedan
38,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,79000,,117400,46000,Sedan
38,Male,Salaried,Married,Post Graduate,1,No,No,Yes,76600,40100,116700,45000,Sedan
38,Female,Business,Married,Post Graduate,3,Yes,No,Yes,73000,40300,113300,57000,SUV
38,Male,Salaried,Married,Post Graduate,2,No,No,Yes,75300,38700,114000,43000,Sedan
38,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,72200,40300,112500,52000,Sedan
38,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,72800,40600,113400,39000,SUV
38,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,70200,40000,110200,57000,SUV
38,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,72400,38700,111100,48000,Sedan
38,Female,Salaried,Married,Graduate,3,No,No,Yes,49300,60400,109700,56000,SUV
38,Female,Business,Married,Post Graduate,2,Yes,No,Yes,71500,35900,107400,50000,Sedan
38,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,72900,30500,103400,34000,Sedan
38,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,55300,40500,95800,39000,Sedan
38,Male,Business,Married,Graduate,2,Yes,No,Yes,51800,40800,92600,43000,Sedan
38,Male,Business,Married,Graduate,2,Yes,No,Yes,50900,40300,91200,55000,SUV
38,Male,Salaried,Married,Graduate,2,Yes,No,Yes,50100,40000,90100,54000,Sedan
38,Male,Salaried,Married,Graduate,2,Yes,No,Yes,60000,30900,90900,33000,Sedan
38,Female,Salaried,Married,Graduate,1,Yes,Yes,Yes,57800,28900,86700,33000,Sedan
38,Male,Business,Married,Post Graduate,1,Yes,No,No,83400,0,83400,34000,Sedan
38,Male,Salaried,Married,Post Graduate,2,Yes,No,No,82100,0,82100,42000,Sedan
38,Male,Salaried,Single,Post Graduate,1,No,No,No,76100,0,76100,45000,Sedan
38,Female,Salaried,Married,Post Graduate,2,No,No,No,74000,0,74000,45000,SUV
38,Male,Business,Married,Post Graduate,3,No,No,No,73900,0,73900,60000,SUV
38,Female,Business,Married,Post Graduate,4,No,No,No,70700,0,70700,63000,SUV
38,Male,Salaried,Married,Graduate,1,Yes,No,No,65800,0,65800,32000,Sedan
38,Male,Business,Married,Graduate,2,Yes,Yes,No,65200,0,65200,31000,Sedan
38,Female,Salaried,Married,Graduate,1,Yes,Yes,No,63900,0,63900,46000,Sedan
38,Female,Salaried,Married,Graduate,2,Yes,No,No,62800,0,62800,47000,Sedan
38,Male,Salaried,Married,Graduate,2,No,No,No,61000,0,61000,39000,Sedan
38,Male,Salaried,Married,Graduate,1,Yes,No,No,54700,0,54700,52000,Sedan
38,Male,Salaried,Married,Graduate,1,Yes,No,No,53300,0,53300,47000,Sedan
38,Female,Salaried,Married,Graduate,3,Yes,No,No,50400,0,50400,51000,SUV
38,Male,Business,Single,Graduate,1,No,No,No,50100,0,50100,42000,Sedan
37,Female,Business,Married,Post Graduate,2,No,No,Yes,84200,40500,124700,39000,SUV
37,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,84300,40500,124800,38000,Sedan
37,Male,Business,Married,Graduate,4,No,No,Yes,53100,70600,123700,63000,SUV
37,Female,Business,Married,Post Graduate,1,No,No,Yes,82000,40000,122000,37000,Sedan
37,Male,Business,Married,Post Graduate,2,No,Yes,Yes,81600,40100,121700,49000,Sedan
37,Female,Salaried,Married,Post Graduate,1,No,No,Yes,81200,40500,121700,36000,SUV
37,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,80600,40500,121100,43000,Sedan
37,Male,Business,Married,Post Graduate,1,Yes,No,Yes,81200,38500,119700,48000,Sedan
37,Male,Salaried,Married,Post Graduate,2,No,No,Yes,80700,38000,118700,44000,Sedan
37,Male,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,77700,38700,116400,49000,Sedan
37,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,70700,40600,111300,36000,Sedan
37,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,82600,27200,109800,48000,SUV
37,Male,Salaried,Married,Graduate,1,No,Yes,Yes,62100,45900,108000,36000,Sedan
37,Male,Salaried,Married,Post Graduate,1,No,No,Yes,76400,30700,107100,33000,Sedan
37,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,65700,38500,104200,50000,Sedan
37,Female,Business,Married,Graduate,1,No,Yes,Yes,60600,40500,101100,55000,Sedan
37,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,62000,,100700,46000,Sedan
37,Female,Salaried,Married,Graduate,1,No,Yes,Yes,55400,40700,96100,47000,Sedan
37,Female,Salaried,Married,Graduate,1,Yes,No,Yes,55000,40200,95200,43000,Sedan
37,Female,Business,Married,Post Graduate,1,No,No,No,76300,0,76300,47000,Sedan
37,Male,Salaried,Married,Post Graduate,1,No,No,No,74500,,74500,49000,Sedan
37,Female,Business,Married,Post Graduate,4,No,No,No,73300,0,73300,66000,SUV
37,Male,Salaried,Married,Post Graduate,3,Yes,No,No,73700,0,73700,50000,SUV
37,Male,Salaried,Married,Post Graduate,2,No,Yes,No,72600,,72600,33000,Sedan
37,Male,Salaried,Married,Post Graduate,2,No,No,No,67000,0,67000,69000,SUV
37,Female,Salaried,Married,Post Graduate,2,Yes,No,No,66600,,66600,68000,SUV
37,Male,Business,Married,Graduate,1,No,Yes,No,65100,0,65100,47000,Sedan
37,Female,Salaried,Single,Graduate,2,Yes,No,No,61000,0,61000,55000,Sedan
37,Female,Salaried,Married,Graduate,1,No,Yes,No,61600,0,61600,33000,Sedan
37,Female,Salaried,Married,Graduate,2,No,No,No,51300,0,51300,58000,SUV
37,Male,Salaried,Married,Graduate,3,No,No,No,49900,0,49900,51000,SUV
36,Male,Salaried,Married,Post Graduate,2,No,No,Yes,82100,38100,120200,40000,Sedan
36,Male,Business,Married,Post Graduate,2,Yes,No,Yes,79900,38900,118800,55000,Sedan
36,Male,Salaried,Married,Post Graduate,1,No,Yes,Yes,76300,40200,116500,50000,Sedan
36,Male,Business,Married,Graduate,2,No,No,Yes,53800,60000,113800,56000,SUV
36,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,72300,40700,113000,65000,SUV
36,Male,Business,Married,Post Graduate,2,No,No,Yes,72300,,112400,48000,Sedan
36,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,73000,38300,111300,50000,Sedan
36,Male,Business,Married,Post Graduate,1,Yes,No,Yes,84100,25300,109400,47000,Sedan
36,Male,Salaried,Married,Post Graduate,4,No,No,Yes,66900,40200,107100,69000,SUV
36,Male,Salaried,Married,Graduate,2,No,No,Yes,61200,40400,101600,36000,Sedan
36,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,62900,38300,101200,53000,Sedan
36,Male,Business,Married,Post Graduate,2,No,Yes,Yes,70300,28900,99200,36000,Sedan
36,Female,Business,Married,Graduate,2,No,No,Yes,59300,35600,94900,48000,Sedan
36,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,70700,24500,95200,39000,Sedan
36,Male,Salaried,Married,Graduate,2,No,Yes,Yes,51200,40000,91200,35000,Sedan
36,Male,Salaried,Married,Graduate,2,Yes,No,Yes,47000,40400,87400,61000,SUV
36,Female,Business,Married,Post Graduate,2,Yes,No,No,85800,0,85800,42000,Sedan
36,Male,Salaried,Single,Post Graduate,2,Yes,No,No,79200,0,79200,47000,Sedan
36,Male,Salaried,Married,Graduate,1,No,Yes,Yes,52500,26800,79300,54000,Sedan
36,Male,Salaried,Single,Post Graduate,2,No,No,No,78300,0,78300,51000,Sedan
36,Female,Salaried,Single,Post Graduate,2,Yes,Yes,No,77100,0,77100,32000,Sedan
36,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,75200,0,75200,44000,Sedan
36,Female,Business,Married,Post Graduate,3,Yes,No,No,69900,0,69900,57000,SUV
36,Female,Salaried,Single,Post Graduate,0,No,No,No,67500,0,67500,55000,SUV
36,,Salaried,Married,Post Graduate,3,Yes,No,No,66600,0,66600,49000,SUV
36,Female,Salaried,Married,Graduate,1,No,No,No,62900,0,62900,52000,SUV
36,Female,Salaried,Married,Graduate,1,Yes,Yes,No,59700,,59700,44000,Sedan
36,Female,Salaried,Married,Graduate,1,Yes,No,No,58900,0,58900,53000,Sedan
36,Female,Salaried,Married,Graduate,1,No,No,No,57200,0,57200,48000,Sedan
36,Male,Salaried,Married,Graduate,1,No,No,No,56600,0,56600,50000,Sedan
36,Female,Salaried,Married,Graduate,1,No,No,No,55400,0,55400,36000,SUV
36,Male,Business,Married,Graduate,2,Yes,Yes,No,55700,0,55700,34000,Sedan
36,Male,Salaried,Married,Graduate,3,No,No,No,54900,0,54900,58000,SUV
36,Male,Salaried,Married,Graduate,2,Yes,Yes,No,52100,0,52100,37000,Sedan
36,Female,Salaried,Single,Graduate,2,Yes,No,No,47300,,47300,66000,SUV
35,Female,Business,Married,Post Graduate,4,No,No,Yes,68000,70800,138800,64000,SUV
35,Male,Salaried,Married,Graduate,3,No,No,Yes,53900,60600,114500,54000,SUV
35,Male,Business,Married,Post Graduate,4,Yes,No,Yes,67600,40900,108500,70000,SUV
35,Female,Business,Married,Post Graduate,2,No,No,Yes,65700,40400,106100,33000,Sedan
35,Male,Business,Married,Post Graduate,1,Yes,No,Yes,64000,40800,104800,34000,Sedan
35,Male,Business,Married,Post Graduate,2,No,No,Yes,64800,38900,103700,55000,Sedan
35,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,69900,30900,100800,62000,SUV
35,Male,Business,Married,Post Graduate,1,Yes,No,Yes,61400,38000,99400,45000,Sedan
35,Female,Business,Married,Post Graduate,2,Yes,Yes,Yes,61100,38100,99200,43000,Sedan
35,Female,Business,Married,Post Graduate,2,Yes,No,Yes,58900,38700,97600,51000,Sedan
35,Male,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,56300,40900,97200,34000,Sedan
35,,Business,Married,Post Graduate,2,Yes,Yes,Yes,61600,25000,86600,31000,Sedan
35,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,57700,38000,95700,50000,Sedan
35,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,56000,38300,94300,43000,Sedan
35,Male,Business,Married,Graduate,4,No,No,Yes,51000,40200,91200,63000,SUV
35,Male,Salaried,Married,Post Graduate,2,No,No,Yes,59900,30900,90800,33000,Sedan
35,Male,Business,Married,Post Graduate,2,No,Yes,Yes,62700,26800,89500,33000,Sedan
35,Female,Salaried,Married,Post Graduate,2,No,No,Yes,56000,25200,81200,44000,Sedan
35,Female,Business,Married,Graduate,4,No,No,Yes,53200,25800,79000,66000,SUV
35,Male,Salaried,Married,Graduate,4,No,No,Yes,50500,26300,76800,66000,SUV
35,Male,Business,Married,Post Graduate,3,No,No,No,74100,0,74100,68000,SUV
35,Male,Business,Married,Graduate,1,No,No,Yes,35300,38100,73400,48000,Sedan
35,Male,Salaried,Married,Post Graduate,3,No,No,No,71400,0,71400,63000,SUV
35,Male,Business,Married,Post Graduate,2,Yes,No,No,70900,0,70900,59000,SUV
35,Female,Salaried,Married,Post Graduate,1,No,No,No,65600,,65600,34000,Sedan
35,Male,Salaried,Married,Post Graduate,2,Yes,No,No,63400,0,63400,47000,Sedan
35,Female,Business,Married,Post Graduate,1,No,No,No,63700,0,63700,37000,Sedan
35,Female,Salaried,Married,Graduate,2,Yes,No,Yes,36300,27700,64000,33000,Sedan
35,Male,Business,Married,Post Graduate,1,Yes,No,No,62200,,62200,36000,Sedan
35,Female,Salaried,Married,Post Graduate,1,Yes,Yes,No,60100,0,60100,31000,SUV
35,Male,Salaried,Married,Post Graduate,2,No,No,No,59000,0,59000,50000,Sedan
35,Male,Salaried,Married,Post Graduate,1,No,Yes,No,58700,0,58700,51000,Sedan
35,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,57100,0,57100,52000,Sedan
35,Female,Salaried,Married,Post Graduate,1,Yes,No,No,57000,0,57000,40000,SUV
35,Female,Salaried,Married,Graduate,3,Yes,No,No,53400,0,53400,51000,SUV
35,Male,Salaried,Married,Graduate,4,Yes,No,No,51800,,51800,69000,SUV
35,Female,Salaried,Married,Graduate,2,Yes,No,No,50400,0,50400,57000,SUV
35,Male,Salaried,Married,Graduate,3,No,No,No,48200,0,48200,58000,SUV
35,Male,Salaried,Married,Graduate,2,Yes,Yes,No,42200,0,42200,41000,Sedan
35,Male,Salaried,Married,Graduate,2,Yes,Yes,No,40200,0,40200,35000,Sedan
35,Male,Business,Married,Graduate,2,Yes,Yes,No,38800,0,38800,48000,Sedan
34,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,63600,38700,102300,53000,Sedan
34,Female,Business,Married,Post Graduate,1,No,Yes,Yes,63200,38200,101400,46000,Sedan
34,Male,Business,Married,Post Graduate,1,No,No,Yes,62600,38300,100900,43000,Sedan
34,Female,Salaried,Married,Post Graduate,2,Yes,No,Yes,61300,38900,100200,45000,SUV
34,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,61100,38300,99400,43000,Sedan
34,Male,Salaried,Married,Post Graduate,2,No,No,Yes,59500,40900,100400,39000,Sedan
34,Female,Business,Married,Post Graduate,2,No,Yes,Yes,59100,40100,99200,38000,Sedan
34,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,58900,40900,99800,43000,Sedan
34,Male,Salaried,Married,Post Graduate,1,Yes,Yes,Yes,56700,38600,95300,48000,Sedan
34,Female,Business,Married,Post Graduate,1,Yes,No,Yes,63800,25800,89600,45000,SUV
34,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,55900,28100,84000,54000,Sedan
34,Male,Business,Married,Graduate,1,No,No,Yes,36400,38300,74700,44000,Sedan
34,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,64900,,64900,35000,Sedan
34,,Salaried,Single,Post Graduate,2,No,Yes,No,64800,0,64800,32000,Sedan
34,Female,Salaried,Married,Post Graduate,1,Yes,No,No,63200,0,63200,34000,Sedan
34,Male,Salaried,Married,Post Graduate,2,No,No,No,62300,0,62300,35000,Sedan
34,Female,Salaried,Married,Post Graduate,2,Yes,No,No,62300,0,62300,32000,Sedan
34,Male,Business,Married,Post Graduate,2,Yes,Yes,No,61100,0,61100,54000,Sedan
34,Male,Salaried,Married,Post Graduate,1,Yes,No,No,61300,,61300,43000,Sedan
34,Male,Salaried,Married,Post Graduate,2,No,No,No,58400,0,58400,40000,Sedan
34,Male,Business,Married,Post Graduate,2,Yes,Yes,No,58000,0,58000,33000,Sedan
34,Female,Salaried,Married,Post Graduate,2,Yes,No,No,57900,0,57900,41000,Sedan
34,Female,Business,Married,Graduate,2,No,Yes,No,43100,0,43100,42000,Sedan
34,Male,Salaried,Married,Graduate,1,Yes,Yes,No,40800,0,40800,51000,Sedan
33,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,64500,38100,102600,51000,SUV
33,Male,Salaried,Married,Post Graduate,1,No,No,Yes,62200,40200,102400,37000,Sedan
33,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,59800,40400,100200,37000,Sedan
33,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,59200,38500,97700,43000,Sedan
33,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,58500,38500,97000,45000,Sedan
33,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,60200,35700,95900,37000,Sedan
33,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,65700,27700,93400,52000,Sedan
33,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,45100,40300,85400,41000,Sedan
33,Female,Business,Married,Graduate,2,Yes,No,Yes,43400,40200,83600,50000,Sedan
33,Female,Salaried,Married,Graduate,1,No,No,Yes,44200,38700,82900,47000,Sedan
33,Female,Salaried,Married,Graduate,2,Yes,No,Yes,42700,38600,81300,50000,SUV
33,Female,Business,Married,Graduate,2,Yes,No,Yes,41700,38700,80400,51000,SUV
33,Male,Salaried,Married,Graduate,2,Yes,No,Yes,41500,38400,79900,40000,Sedan
33,Male,Business,Married,Graduate,2,Yes,Yes,Yes,39400,40500,79900,37000,Sedan
33,Female,Salaried,Married,Graduate,2,Yes,No,Yes,39600,38200,77800,43000,Sedan
33,Male,Salaried,Married,Graduate,2,No,No,Yes,41600,,70100,48000,Sedan
33,Female,Business,Single,Post Graduate,2,No,No,No,65600,0,65600,46000,Sedan
33,Female,Salaried,Married,Post Graduate,1,No,Yes,No,63800,,63800,32000,Sedan
33,Male,Business,Married,Post Graduate,1,Yes,No,No,60300,0,60300,45000,Sedan
33,Male,Business,Married,Post Graduate,2,No,No,No,59200,0,59200,52000,Sedan
33,Female,Salaried,Married,Post Graduate,2,Yes,No,No,59200,0,59200,50000,Sedan
33,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,59100,0,59100,49000,Sedan
33,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,59800,0,59800,45000,Sedan
33,Male,Salaried,Married,Post Graduate,1,No,No,No,59900,0,59900,35000,Sedan
33,Male,Business,Married,Post Graduate,1,Yes,Yes,No,58000,0,58000,44000,Sedan
33,Female,Business,Single,Post Graduate,2,Yes,No,No,56000,0,56000,32000,Sedan
33,Male,Salaried,Married,Graduate,1,Yes,Yes,No,42700,0,42700,39000,Sedan
33,Male,Business,Married,Graduate,2,Yes,No,No,41700,0,41700,41000,Sedan
33,Female,Salaried,Married,Graduate,1,No,No,No,41500,,41500,33000,Sedan
33,Male,Salaried,Married,Graduate,1,No,Yes,No,40700,0,40700,49000,Sedan
33,Female,Salaried,Married,Graduate,1,No,No,No,39800,0,39800,42000,Sedan
33,Female,Salaried,Married,Graduate,2,Yes,Yes,No,36800,0,36800,38000,Sedan
33,,Salaried,Married,Graduate,1,Yes,No,No,36300,,36300,31000,Sedan
32,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,64400,40400,104800,44000,Sedan
32,Male,Business,Married,Post Graduate,1,No,No,Yes,62800,40700,103500,39000,Sedan
32,Male,Business,Married,Post Graduate,1,No,Yes,Yes,61500,38900,100400,46000,Sedan
32,Female,Business,Married,Post Graduate,2,Yes,Yes,Yes,59700,40500,100200,43000,Sedan
32,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,56600,38500,95100,50000,Sedan
32,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,62900,30900,93800,33000,Sedan
32,,Salaried,Married,Post Graduate,1,Yes,No,Yes,56000,40100,96100,31000,Sedan
32,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,61400,23800,85200,53000,Sedan
32,Female,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,61400,23800,85200,37000,Sedan
32,Male,Salaried,Married,Graduate,2,No,No,Yes,44300,40800,85100,35000,Sedan
32,Male,Business,Married,Graduate,2,Yes,No,Yes,43000,40800,83800,52000,Sedan
32,Female,Salaried,Married,Graduate,2,No,Yes,Yes,43800,40200,84000,47000,Sedan
32,Female,Business,Married,Graduate,2,Yes,No,Yes,38900,40100,79000,50000,Sedan
32,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,36700,40200,76900,36000,Sedan
32,Male,Business,Married,Post Graduate,1,No,No,No,64300,0,64300,45000,Sedan
32,Male,Salaried,Single,Post Graduate,1,No,Yes,No,63300,0,63300,43000,Sedan
32,Female,Salaried,Married,Post Graduate,2,No,Yes,No,62100,0,62100,44000,Sedan
32,Male,Salaried,Married,Post Graduate,1,Yes,No,No,62500,0,62500,40000,Sedan
32,Male,Salaried,Single,Post Graduate,2,No,Yes,No,62100,0,62100,34000,Sedan
32,Female,Salaried,Married,Post Graduate,2,No,Yes,No,61600,0,61600,39000,SUV
32,Female,Business,Married,Post Graduate,2,No,Yes,No,61500,,61500,37000,Sedan
32,Female,Salaried,Married,Post Graduate,1,Yes,No,No,60200,0,60200,48000,Sedan
32,Female,Salaried,Married,Post Graduate,2,No,No,No,59100,0,59100,53000,Sedan
32,Female,Salaried,Married,Post Graduate,1,No,Yes,No,57700,0,57700,40000,SUV
32,Male,Salaried,Married,Post Graduate,1,No,No,No,56300,0,56300,52000,Sedan
32,Female,Business,Married,Graduate,1,Yes,Yes,No,44700,0,44700,51000,Sedan
32,Male,Business,Married,Graduate,1,No,No,No,43900,0,43900,53000,Sedan
32,Female,Salaried,Married,Graduate,1,Yes,No,No,41600,0,41600,48000,Sedan
32,Female,Salaried,Married,Graduate,2,Yes,No,No,37900,0,37900,49000,SUV
32,Male,Business,Married,Graduate,1,No,No,No,36300,0,36300,41000,Sedan
31,Male,Business,Married,Post Graduate,1,Yes,No,Yes,60900,40000,100900,32000,Sedan
31,Male,Business,Married,Post Graduate,1,No,No,Yes,61400,38200,99600,51000,Sedan
31,Female,Salaried,Married,Post Graduate,1,Yes,No,Yes,59800,40400,100200,45000,SUV
31,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,58500,40900,99400,36000,Sedan
31,Female,Business,Married,Post Graduate,1,Yes,Yes,Yes,57000,30800,87800,32000,SUV
31,Male,Business,Married,Graduate,2,No,No,Yes,43900,40200,84100,36000,Sedan
31,Male,Business,Married,Graduate,2,Yes,No,Yes,42700,38400,81100,49000,Sedan
31,Male,Salaried,Married,Graduate,2,No,Yes,Yes,42600,38500,81100,48000,Sedan
31,Female,Business,Married,Graduate,1,Yes,Yes,Yes,39900,38700,78600,51000,SUV
31,Male,Business,Married,Graduate,1,Yes,Yes,Yes,37200,40000,77200,45000,Sedan
31,Male,Business,Married,Graduate,2,Yes,No,Yes,36600,38200,74800,55000,Sedan
31,Male,Salaried,Married,Post Graduate,1,No,Yes,No,65500,0,65500,46000,Sedan
31,Male,Business,Married,Post Graduate,1,No,Yes,No,63000,0,63000,35000,Sedan
31,Male,Business,Married,Post Graduate,1,No,No,No,60700,,60700,39000,Sedan
